,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
575,Ajmal,Wisal,58,58,50,EDP,Women,Floral,"Rose, Sensual Musk",Sandalwood,5,alkhalijiah  perfume,3.5,75
576,Dior,Sauvage,770,337.9,100,EDP,Men,Arabian,"Ambroxan, Vanilla","Sichaun Pepper, Lavender, Star Anise, Nutmeg",4,ثروة الجمال,3.7,66
577,S.T.Dupont,Passenger,294,99,100,EDT,Men,Spicy,"Paraguayan Lignum Vitae, Indonesian Patchouli, Laotian Benzoin And Copper Accords","Indian Ginger,  Guatemalan Cardamom, Mauritanian Red Pepper And Lavender",5,London store,3.7,23
578,BVLGARI,Goldea The Roman Night Absolute,536,261.5,75,EDP,Women,Floral,"Black Musk, Moss, Patchouli","Jasmin Sambac, Madagascar Vanilla",4,noon,4.2,98.1K
579,HUGO BOSS,Hugo,395,99,125,EDT,Men,Fresh,"Patchouli, Fir and Cedar","Carnation, Sage, Geranium and Jasmine",4.5,Cute Shop,4.2,98
580,BVLGARI,Petits Et Mamans,254,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K
581,DORALL COLLECTION,Eternally Hot,29,8,100,EDT,Women,Woody,"Vanilla, Musk","Gardenia, Jasmine",4.5,B.A.G,3.7,14.1K
582,Dunhill,Desire,111,54.95,30,EDT,Men,Fresh,"Vanilla, Musk And Labdanum","Rose, Teakwood And Patchouli",4.8,Star.perfume,3.9,537
583,marbert man,Marbert Man,134,68.8,125,EDT,Men,Woody,"Musk, Sandalwood, Cedar, Oakmoss","Carnation, Cinnamon, White Honey",3.3,VIP.PARFUME,3.6,113
584,AVON,Always,84,84,50,EDP,Women,Floral,Cashmere Woods,Orange Blossoms,5,neo lek,3.5,88
585,Aramis,Brown,161,94.15,110,EDT,Men,Woody,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver and Sandalwood",5,VIP.PARFUME,3.8,76
586,GUESS,By Marciano,128,109.95,100,EDP,Women,Floral,"Musk, Vanilla and Woody Notes","Peony, Jasmine and Honeysuckle",5,Parvant Store,3.8,76
587,LALIQUE,Encre Noire,485,134.95,100,EDT,Men,Woody,Cashmere Wood And Musk,Haiti Vetiver And Bourbon Vetiver,4.5,Abu Al Tayyeb Perfumes,4.2,59
588,GIORGIO ARMANI,Si Passione,630,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood and Patchouli","Heliotrope, Pine Apple, Jasmine and Rose",4.8,Parfume-Stor,3.9,33
589,CARTIER,Declaration Essence,478,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K
590,Sedr Al-Khaleej Perfumes,For Ever,34.85,34.85,100,EDP,Men,Fresh,"Woody, Musk, Amber","Praline, Cardamom, Cinnamon",4,noon,4.2,98.1K
591,Givenchy,Organza,550,251.65,100,EDP,Women,Arabian,"Guaiac Wood, Woodsy Notes, Virginia Cedar, Amber, Vanilla","Peony, Walnut, Iris, Jasmine, Tuberose, Honeysuckle",4.8,noon100% Genuine Product,4.2,98.1K
592,Roberto Cavalli,Uomo,452,126,100,EDT,Men,Floral,"Cedar, Tonka Bean, Patchouli","Honey, Lavender",4.6,noon,4.2,98.1K
593,DKNY,Be Delicious Red,375,314.9,100,EDP,Women,Floral,"Leather, Vanilla Pod, Amber","Patchouli, Apple, Rose",4.6,the beauty,4.1,538
594,MONTBLANC,Mont Blanc Legend,220,140,100,EDT,Men,Floral,"Vanilla, Amber","Jasmine, Geranium, Neroli and Ylang-Ylan",4.8,Al-Najm,3.7,347
595,ANGEL SCHLESSER,Schlesser Essential,320,165.4,100,EDT,Men,Fruity,"Leather, Tonka Bean, Musk And Cedar","Cinnamon, Coffee And Violet Leaf",4.3,top langri,3.7,347
596,Dunhill,Desire Extreme,230,114.75,100,EDT,Men,Spicy,"Amber, Musk",Evergreen Cypress,4.9,AMLAQ,3.9,135
597,GUCCI,Flora,275,179.8,50,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.5,AMLAQ,3.9,135
598,HUGO BOSS,Just Different,352,144.25,125,EDT,Men,Spicy,Cashmeran and Fir,Freesia and Basil,5,Perfume Ports,3.6,113
599,Ajmal,Alf Laila O Laila,222,153.3,60,EDP,Unisex,Woody,Musky Woody,Floral Spicy,5,noon,4.2,98.1K
600,PRADA,Amber,399,252.05,100,EDT,Men,Arabian,"Neroli, Orange Blossom, Earthy Vetiver, Saffron","Patchouli, Tonka Bean, Lovely Vanilla",5,noon,4.2,98.1K
601,COACH,Floral,337,165.75,90,EDP,Women,Floral,"Patchouli, Woody Notes And Musk","Tea Rose, Jasmine Sambac And Gardenia",5,noon,4.2,98.1K
602,Roberto Cavalli,Uomo,452,134.95,100,EDT,Men,Floral,"Cedar, Patchouli, Tonka Bean","Honey, Lavender",4.6,noon100 %  genuine product,3.6,98.1K
603,DIESEL,Plus Plus Feminine,99,41,75,EDT,Women,Oriental,"Musk, Sandalwood, Virginia Cedar, Amber, Nutmeg, Vanille And Orris Root","Jasmine, Coconut, Magnolia, Orchid, Lily, Cherry, Big Strawberry, Red Apple And Milk",4.4,KAYA,4.3,4K
604,DORALL COLLECTION,Classic Black,9,8.8,100,EDT,Men,Fresh,"Chocolate,cashmere Wood, Patchouli, Tonka Bean","Basil, Verbena , Lavender",4,the beauty,3.6,538
605,Calvin Klein,Beauty,380,115,100,EDP,Women,Floral,"Vanilla, Musk, Sandalwood, Guaiac Wood And Amber","Cardamom, Pepper And Flowers",5,Star.perfume,3.9,537
606,MONTBLANC,Emblem ED,22.4,22.4,5,EDT,Men,Spicy,"Woodsy, Tonka Bean","Violet Leaf, Cinnamon",4.8,Star.perfume,3.9,537
607,CAROLINA HERRERA,212 Sexy,420,151,100,EDP,Women,Floral,"Cotton Candy,Musk,Sandalwood,Vanilla","Gardenia,Geranium",4.7,Al-Najm,3.7,347
608,BURBERRY,Brit Rhythm,360,119.95,90,EDT,Men,Woody,Cedarwood and Tonka Bean,"Black Leather, Patchouli and Styrax",4,hadayiq baris,3.8,122
609,LANVIN,Oxygene,206,116,75,EDP,Women,Floral,White Musk And Sandalwood,"Rose, Milk, Gardenia",4.3,Dior Fragrances,3.9,69
610,HUGO BOSS,Boss,375,105,100,EDT,Men,Woody,"Sandalwood, Vetiver, Cedarwood And Vanilla","Geranium, Cinnamon And Cloves",4.7,Acacia Rose,4.4,77
611,Sedr Al-Khaleej Perfumes,Love Touch Body Sp,12.9,12.9,125,EDT,Women,Floral,"Leather,Musk","Tiare Flower,Rose",5,noon,4.2,98.1K
612,S.T.Dupont,Essence Pure,202,86.2,100,EDT,Men,Citrus,"cypress, amber, musk and cedar","iris, lavender and bamboo",5,Perfume Ports,3.9,537
613,Genie,London Burberry,18,16,25,EDP,Women,Floral,Wood And Musk,"Jasmine, Tiare Flower And Soft Peony",4.9,Parisian Store,3.9,425
614,CAROLINA HERRERA,212 Vip,363,160,100,EDT,Men,Vanilla,"King Wood, Salty Amber And Tonka Beans","Chilled Vodka, Hot Ginger And Slice Of Apple",5,Al-Najm,3.7,347
615,HUGO BOSS,Bottled Night,375,170.45,100,EDT,Men,Woody,"Louro Amarelo Wood, Sandalwood And Musky Notes","Cardamom, African Violet And Jasmine",4.5,top langri,3.7,347
616,Emper,Tool Box,88,54.95,100,EDT,Men,Oriental,"Geranium, Amber, White Musks","Patchouli, Vetiver, Lavender",5,Golen Dream,3.8,88
617,Shiseido,Zen,597,260,100,EDP,Women,Floral,"Patchouli, Cedarwood, Skin Musk, White Musk, Marine, Amber And Incense","Freesia, Gardenia, Red Apple, Violet, Lily Of The Valley, Hyacinth, Chinese Rose And Lotus Flower",5,Faces,3.9,61
618,Juicy Couture,Viva La Juicy,355,144,100,EDP,Women,Floral,"Amber, Caramel, Praline, Sandalwood and Vanilla","Honeysuckle, Gardenia and Jasmine",4.7,aRt Ti Ci,3.9,41
619,CAROLINA HERRERA,212 S**Y,420,183.25,100,EDP,Women,Floral,"Bergamot, Gardenia, Pelargonium, Cotton Candy, Flowers","Pelargonium, Cotton Candy, Flowers",5,noon,4.2,98.1K
620,Sedr Al-Khaleej Perfumes,Eghra Perfume,42.8,42.8,9,Oil,Women,Jasmine,"Jasmine, Amber, Balsamic","Fruity, Incense, Woody",4,noon,4.2,98.1K
621,COACH,Floral,357,173.6,90,EDP,Women,Floral,"Musk, Patchouli, Sandalwood, Vanilla and Woody Notes","Gardenia, Hedione, Jasmine Sambac and Tea Rose",4.6,noon,4.2,98.1K
622,MONTBLANC,Lady Emblem,410,155,75,EDP,Women,Floral,Musk And Raspberry,"Sandalwood, Patchouli And Rosewood",5,noon,4.2,98.1K
623,jennifer lopez,Still,330,107.8,100,EDP,Women,Floral,"Amber, Orris, Sandalwood","Honeysuckle, Orange Tree Blossom, Pink Freesia",4.8,noon,4.2,98.1K
624,TOM FORD,Black Orchid,495,211,50,EDP,Women,Spicy,"Incense,Lotus,Patchouli,Sandalwood,Vanilla,Vetiver","Black Orchid,Fruity Notes,Tuberose",5,Number One,3.7,347
625,Dolce & Gabbana,Pour Femme,356,165,100,EDP,Women,Floral,"Marshmallow, Sandalwood, Vanilla",Jasmine And Orange Blossom,5,hadayiq baris,3.8,122
626,NARCISO RODRIGUEZ,Pure Musc,494,307.25,100,EDP,Women,Floral,Cashmeran,Flower,5,Grass gulf,4.2,20
627,HUGO BOSS,Boss Bottled Man Of Today,487,177,100,EDT,Men,Woody,"Vanilla, Sandalwood, Vetiver, Cedarwood, Olivewood, Amber-like-notes, Musk-like-notes","Geranium, Cinnamon, Cloves",4.1,Acacia Rose,4.4,5
628,GUCCI,Flora,505,196.2,75,EDT,Women,Citrus,Patchouli And Sandalwood,Rose And Osmanthus,5,noon,4.2,98.1K
629,Dolce & Gabbana,The One,350,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K
630,Calvin Klein,Beauty,145,110,100,EDP,Women,Floral,Virginia Cedar,Jasmine,5,Star.perfume,4.2,537
631,CAROLINA HERRERA,Good Girl,480,242.5,50,EDP,Women,Arabian,"Tonka Bean, Cacao, Vanilla, Praline, Sandalwood, Amber, Cashmere Wood, Musk, Patchouli, Cinnamon, Cedar","Tuberose, Jasmine Sambac, Orris, Orange Blossom, Bulgarian Rose",4.6,Star.perfume,3.9,537
632,VERSACE,Versace Pour Homme,405,163.55,100,EDT,Men,Fresh,"Amber, Tonka Beans And Musk","Geranium, Clary Sage And Blue Hyacinth",4.7,King-Perfume,3.6,450
633,CHANEL,Chance Eau Tendre,1220,288.15,100,EDT,Women,Floral,"Amber, Cedar, Musk","Hyacinth, Iris, Jasmine",3.5,hadayiq baris,3.8,122
634,Ajmal,Wisal,79,60,50,EDP,Unisex,Floral,"Floral, Musky","Spicy, Floral",5,alkhalijiah  perfume,3.5,88
635,CAROLINA HERRERA,212 Wild Party,232.95,232.95,80,EDP,Women,Floral,"Musk, Woody Accord","Orange Blossom, Sun Rose, Orchid",4.5,Number One,3.8,66
636,Estee Lauder,Modern Muse Chic,472,275,100,EDP,Women,Woody,"Cashmere Wood, Agarwood (Oud), Labdanum, Patchouli, Ebony Tree, Musk, Madagascar Vanilla and Suede","Jasmine Sambac, Tuberose and Lily",4.5,Faces,3.9,61
637,HUGO BOSS,Boss Orange,339,112.7,75,EDT,Women,Woody,"Sandalwood, Olive Tree and Vanilla","White Flowers, African Orange Flower",5,noon,4.2,98.1K
638,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon And Juniper Berries","Pimento, Clary Sage, Geranium And Lavandin",4.1,Grass gulf,3.7,98
639,Mancera,Roses Vanille,390,229,120,EDP,Women,Oriental,"Sugar, Vanilla, Cedar, White Musk","Rose, Sugar",4,noon,4.2,98.1K
640,DORALL COLLECTION,Lady Dorall,14.75,14.75,100,EDT,Women,Spicy,"Apricot, amber, lemon tree","Lily, jasmine, rose",4,Princess of beauty,3.8,467
641,Aramis,Brown,161,104,110,EDT,Men,Floral,"Leather, Oakmoss, Amber","Pelargonium, Patchouli, Vetiver, Sandalwood",4,top langri,3.7,347
642,Mancera,Red,711,365,120,EDP,Unisex,Woody And Spicy,"Tobacco, Amber, Guaiac Wood, Sandalwood, Haitian Vetiver, Madagascar Vanilla And White Musk",Patchouli And Jasmine,4.9,top langri,3.7,347
643,GIORGIO ARMANI,Acqua Di Gio,480,195.6,100,EDT,Men,Citrus,Musk And Sandalwood,"Hyacinth, Jasmine, Rose And Lily",4.2,hadayiq baris,3.8,122
644,MOSCHINO,Cheap And Chic,203,184.7,100,EDT,Women,Floral,"Tonka Bean, Orchid, Sandalwood Vetiver And Iris Ambergris","Cyclamen, Rose Water, Lily Peony And Violet Jasmine",5,Parvant Store,3.8,76
645,CARTIER,Declaration,460,101.6,100,EDT,Men,Spicy,"Leather, Amber, Tea, Tahitian Vetiver, Oak Moss And Cedar","Iris, Ginger, Cinnamon, Pepper, Juniper, Orris Root, Jasmine And Guatemalan Cardamom",4.5,Number One,3.5,98
646,BURBERRY,My Burberry,700,197.95,90,EDP,Women,Floral and Oriental,Damascus And Centifolia Rose,"Geranium, Freesia Flowers And Golden Quince",4.7,Grass gulf,3.7,135
647,joop,Homme,223,55,125,EDT,Men,Citrus,"Vanilla, tonka bean, patchouli, sandalwood","Jasmine, lily of the valley, heliotrope, cinnamon",4.4,hadayiq baris,3.8,122
648,Jacques Bogart,One Man Show,40.55,40.55,100,EDT,Men,Woody,"Sandalwood, Tonka Bean, Amber, Coconut, Vanilla, Oak Moss, Cedar And Styrax","Labdanum, Nutmeg, Spices, Carnation, Patchouli, Jasmine, Vetiver, Rose, Pine Tree Needles And Geranium",4.5,Golden Perfumesعطر أصلي 100 %,3.6,111
649,Emper,Lady Presidente,118,60.15,80,EDP,Women,Fruity,"Coconut, Musk, Sandalwood","Lotus, Water Lily, Raspberry, Star Apple",5,Golen Dream,3.5,88
650,NINA RICCI,Mademoiselle Ricci,295,166.2,80,EDP,Women,Spicy,"Violetwhite Wood, Musk, Amber, Cedar, Violet","Nerium Oleander, Rose Hip, Laurels",4,neo lek,3.5,88
651,CAROLINA HERRERA,212 VIP Rose,445,135,80,EDP,Women,Floral,"Woody Notes, White Musk, Amber",Peach Blossom,5,عالم المشاهير,3.8,66
652,CARON,Pour Un Homme De Caron,404,176,200,EDT,Men,Vanilla,Musk,Vanilla,3,Diorworld,3.5,63
653,CHOPARD,1000 Miglia,275,153.3,80,EDT,Men,Woody,"Amber, Woody Notes And Coffee","Violet, Green Grass, Asphalt And Leather",1,noon,4.2,98.1K
654,Rasasi,Oud Al-Mubakhar,40,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4,noon,4.2,98.1K
655,GUCCI,Rush,489,219.85,75,EDT,Women,Floral,"Vetiver, Patchouli and Vanilla","Jasmine, Damask Rose and Coriander",5,noon,4.2,98.1K
656,Rasasi,Shuhrah,144,69.7,90,EDP,Women,Floral,"Oud, Patchouli, Grey Amber, Musk","Iris, Jasmine, Lily of the Valley",5,noon,4.2,98.1K
657,BURBERRY,Touch,314,154.95,100,EDP,Women,Floral,"Almonds,Cedar,Oakmoss,Tonka Beans,Vanilla","Jasmine,Lily,Lily Of The Valley,Peach,Peony,Raspberry,Tuberose",4,noon100  % original genuine product,4.2,98.1K
658,Marbert,Man Pure,114,54.7,125,EDT,Men,Citrus,"Oak Moss, Cedar, Sandalwood, Amber And Musk","Geranium, Jasmine, Lily Of The Valley, Majorjam, Coriander And Nutmeg",4.9,Rayhanti,3.5,88
659,J.CASANOVA,Plaisir,145,75,100,EDP,Women,Fresh,"Sandalwood, Musk, Vanilla Orchid And Cedar","Clove, Damascus Plum, Pear And Ylang -ylang",4.5,Tiffany,3.8,75
660,Lattafa,24 Carat Pure Gold,123,46.5,100,EDP,Unisex,Spicy,"Incense, Amber, Leather, Musk And Vanilla",Rose And Sandalwood,3.5,noon,4.2,98.1K
661,VERSACE,Eau Fraiche,363,178.1,100,EDT,Men,Woody,"Amber, Musk, Platanus, Saffron, Woody Notes","Cedar, Pepper, Sage",4.4,noon,4.2,98.1K
662,S.T.Dupont,Essence Pure,215,74.35,100,EDT,Men,Woody,"Cypress, Amber, Musk And Cedar","Iris, Lavender And Bamboo",4.6,noon,4.2,98.1K
663,Mont Blanc,Legend,220,141.95,100,EDT,Men,Spicy,"Sandalwood, Tonka, And Evernyl","Dried Fruit, Oakmoss Fused With Geranium, Rose And Apple",5,noon,4.2,98.1K
664,Calvin Klein,CK One,448,107,200,EDT,Men,Citrus,"Sandalwood, Amber, Musk, Cedar, and Oak moss","Nutmeg, Violet, Orris Root, Jasmine, and Lily-Of-The-Valley Rose",4.5,AMLAQ,3.9,135
665,LA PERLA,Divina,107,62,50,EDT,Women,Fruity,"Musk, Amber, Vanilla and Woody notes","Jasmine, African orange and Pink",4.5,GOLDEN,3.5,63
666,CARTIER,Santos D Concentree,240.5,240.5,100,EDT,Men,Spicy,"Sandalwood, Amber, Coconut, Patchouli, Vanilla and Cedar","Pepper, Nutmeg, Vetiver, Geranium, Rosemary, Cloves and Clary Sage",4.5,alryhanaksa,3.6,33
667,DORALL COLLECTION,Green Secret,27,9.5,100,EDT,Men,Fruity,"Moss, Sandalwood, Coumarin","Ylang, Geranium, Jasmine",2,B.A.G,3.7,14.1K
668,DORALL COLLECTION,Lancy,27,11.85,100,EDT,Women,Spicy,"Tonka, Praline, Patchouli, Vanilla","Iris, Orange Blossom, Jasmine",4.5,the beauty,3.5,538
669,Lancome,Miracle,426,200,100,EDP,Women,Arabian,"Amber, Musk and Jasmine","Magnolia, Ginger, Mandarin Orange, Pepper and Jasmine",4.5,Beuatyone1,4.4,537
670,armani,Code Absolu ED,8.5,8.5,2,EDP,Men,Floral,"Vanilla, Amber, Musk, and Patchouli","Jasmine, Geranium, Neroli and Ylang-Ylang",5,Princess of beauty,3.8,467
671,DAVIDOFF,Cool Water,360,76.95,125,EDT,Men,Woody,"Amber, Cedar, Musk, Oakmoss, Tobacco","Geranium, Jasmine, Neroli, Sandalwood",4.5,hadayiq baris,3.8,122
672,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede And Cedar",Mexican Tuberose And Ylang-Ylang,3.7,hadayiq baris,3.8,122
673,MONTBLANC,Lady Emblem Elixir,372,176.3,50,EDP,Women,Woody,"Patchouli, Sandalwood and Vanilla","Iris, Orange Blossom, Damask Rose and Jasmine",5,Beautiful Live,412,7
674,BURBERRY,Body,240,141.35,85,EDP,Women,Woody,"Cashmere Wood, Musk, Amber and Vanille","Iris, Rose and Sandalwood",4.8,noon,4.2,98.1K
675,CARTIER,Declaration Essence,478,173.6,100,EDT,Men,Citrus,"Vetiver, Sandalwood, Musk, Amber","Geranium, Lemon, Sicilian Lemon",4.5,noon,4.2,98.1K
676,DORALL COLLECTION,Pink Hearts,29,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood And Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy And Strawberry",4.4,B.A.G,3.9,14.1K
677,HUGO BOSS,Natural Spray,595,140,75,EDP,Women,Oriental,"Apricot, Amber, Lemon Tree","Bulgarian Rose, Jasmine, Lily",4,Parisian Store,3.9,425
678,Remy Marquis,Remy,57.3,57.3,100,EDT,Men,Spicy,"Cedar, Sandalwood, Musk And Amber","Geranium, Cinnamon And Nutmeg",4.5,moon perfume,3.7,199
679,GUCCI,Flora Gardenia,510,234.5,100,EDT,Women,Citrus,Patchouli and Brown Sugar Accord,White Gardenia and Frangipani Flower,4.5,AMLAQ,3.9,135
680,GUCCI,Flora Gorgeous Gardenia,510,226.8,100,EDT,Women,Citrus,Patchouli,"Gardenia, Plumeria",4.4,AMLAQ,3.9,135
681,Calvin Klein,Sheer Beauty Essence,415,167.95,100,EDT,Women,Floral,"Musk, Vanilla, Cedar","Lilac, Magnolia, Turkish Rose, Peony",4.5,noon100 %  genuine product,4.2,98.1K
682,DAVIDOFF,The Game,215,83.95,100,EDT,Men,Woody,Ebony Wood,"Iris, Woody Notes",4.9,noon,4.2,98.1K
683,DORALL COLLECTION,Oud Wood,19,9.9,100,PDT,Unisex,Citrus,"Cedar, tobacco, patchouli, sandalwood, musk","Geranium, marigold, rose, bay leaves",4.3,B.A.G,3.7,14.1K
684,Mancera,Rose Greedy,446,269,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135
685,ROGER & GALLET,Open,43.4,43.4,100,EDT,Men,Spicy,"Lamon, Woody",Sage And Thyme,5,Acacia Rose,3.5,88
686,LACOSTE,Challenge,300,144.95,90,EDT,Men,Citrus,"Ginger, Jasmine, Juniper, Nutmeg, Pepper, Violet and Whisky","Amber, Musk and Wood",4.8,Beautiful Live,3.9,7
687,VERSACE,The Dreamer,499,135.7,100,EDT,Men,Arabian,"Cedar, Tonka Bean","Geranium, Rose, Tobacco",4,noon,4.2,98.1K
688,Justcavalli,Just Cavalli,385,131.4,75,EDT,Women,Floral,Cuddly And Creamy Rosewood,Tahitian Tiare Flowers,4.6,Star.perfume,3.7,537
689,Genie,8839 Collection,43,24.85,25,EDP,Women,Floral,"Liquid Amber, Black Violet, Cream, Mahogany","Lotus Blossom, Champaca Flower, Black Orchid",4.2,Parisian Store,3.9,425
690,GIORGIO ARMANI,Si Possione,705,246.5,100,EDP,Women,Floral,"Cedar, Vanilla, Amberwood, Patchouli","Rose, Jasmine, Heliotrope, Pineapple",4.7,Al-Najm,3.7,347
691,Calvin Klein,Beauty,378,109.55,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135
692,J.CASANOVA,Paris Vivaldi,90,90,100,EDP,Women,Fruity,"Cedar, Moss, Musk, Amber And Sandalwood","Lily-of-the-valley, Rose, Jasmine, Narcissus And Orchid",3,Grass gulf,454,9
693,Calvin Klein,Beauty,380,118,100,EDP,Women,Floral,Virginia Cedar,Jasmine,4.6,AMLAQ,3.9,135
694,LACOSTE,Essential,336,148.65,125,EDT,Men,Citrus,Sandalwood And Patchouli,Pepper And Rose,3.3,AMLAQ,3.9,135
695,Rasasi,Al Wisam Day,213,84.8,100,EDP,Men,Oriental,"Amber, Musk, Oakmoss, Agarwood (Oud)","Rose, Clary Sage, Sandalwood, Cedar",5,hadayiq baris,3.8,122
696,Rasasi,Shuhrah,77.95,77.95,90,EDP,Men,Floral,"Amber, Musk, Oakmoss, Agarwood, Leathery","Rose, Sandalwood, Cedar,Jasmine",5,VIP.PARFUME,3.7,23
697,cacharel,Yes I Am ED,15,8.9,2,EDT,Women,Jasmine,"Milk, Sandalwood, Cardamom","Ginger Flower, Jasmine, Gardenia",1,Royal Scent,3.5,5
698,GUCCI,Guilty Black,425,218.05,90,EDT,Men,Spicy,Patchouli,Orange Flower,5,noon,4.2,98.1K
699,CHANEL,Bleu De Chanel,920,245,100,EDT,Men,Citrus,"Labdanum, Sandalwod, Patchouli, Vetiver, Incense, Cedar, White Musk","Ginger, Iso E Super, Nutmeg, Jasmine",4.8,The smart store,4.1,319
700,Dolce & Gabbana,Pour Femme,566,195,100,EDP,Women,Floral,"Guimave, Vanilla, Heliotrope and Sandalwood",Jasmine and Orange Blossom,5,Parfume-Stor,3.9,66
701,Arabian Oud,Sheikh Al Shuyukh,54,54,100,EDP,Men,Woody,Vetiver And Patchouli,"Lavender, Sage And Rosemary",5,VIP.PARFUME,445,8
702,S.T.Dupont,Essence Pure,117,91.1,100,EDT,Women,Citrus,"Amber, Patchouli, Vanilla and Cedar",Jasmine and Rose,4.4,noon,4.2,98.1K
703,ISSEY MIYAKE,L'eau D'issey Pour Homme,220,155.75,125,EDT,Men,Floral,Coriander,Nutmeg,5,noon,4.2,98.1K
704,CHANEL,Bleu De Chanel,930,374,100,EDP,Men,Woody,"Incense, Amber, Cedar, Sandalwood, Patchouli, Labdanum, Amber wood","Ginger, Jasmine, Nutmeg, Melon",4.7,Perfume Ms,4.1,66
705,Lattafa,Musk Mood,48,48,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resins, Woody Note","Patchouli, Caramel, Agarwood (Oud), Floral Notes",5,Rihanna World Store,445,8
706,Yves Saint Laurent,Black Opium,620,364.65,90,EDP,Women,Vanilla,"Musk, White Wood","Jasmine Tea, Orrange Blossom, Coffee",4.8,noon,4.2,98.1K
707,CARTIER,Baiser Vole,640,227.6,100,EDP,Women,Floral,Green leaves of lily,Essences of rare and elegant lily flower,4.4,AMLAQ,3.9,135
708,Elizabeth Arden,Red Door,128.95,128.95,100,EDT,Women,Floral,"Honey, Sandalwood and Vetiver","Orchid, Jasmine, Lily-of-the valley, Orange blossom,Wild violet and Freesia",5,Golden Perfumesعطر أصلي 100,3.6,111
709,GUESS,Seductive,177,86.75,75,EDT,Women,Spicy,"Vanille, Olibanum And Cashmere Wood","Jasmine, African Orange Flower And Orris Root",5,noon,4.2,98.1K
710,Dolce & Gabbana,The One,350,189.6,100,EDT,Men,Spicy,"Amber, Cedar, Toacco","Ginger, Orange Blossom, Cardamom",4.3,noon,4.2,98.1K
711,NINA RICCI,Mademoiselle Ricci,206,117,50,EDP,Women,Floral,"White Wood, Musk, Amber, Cedar And Violet","Nerium Oleander, Rose Hip And Laurels",4.5,AMLAQ,3.9,135
712,JAGUAR,Classic Black,60,60,100,EDT,Men,Aromatic,"Sandalwood, Oakmoss, Tonka Beans, Virginia Cedar, Vetiver, Musk","Cardamom With Black Tea Leaves, Geranium, Nutmeg",4.3,perfumes--addresses,4.4,59
713,Creation Lamis,Above The Law,28.5,28.5,100,EDT,Men,Woody,"Haitian Vetiver, Tonka Bean, Amberwood","Guatemalan Cardamom, Juniper, Apple, Geranium",4,Princess of beauty,3.8,467
714,GIORGIO ARMANI,Si,620,261.8,100,EDP,Women,Floral,"Patchouli, Vanilla, Ambroxan, Woody Notes","May rose, Neroli Absolute, Davana, Osmanthus",4.7,Al-Najm,3.7,347
715,DIESEL,Plus Plus Masculine,50,30,75,EDT,Men,Spicy,"Vetiver, Musk, Sandalwood, Patchouli, Oak Moss, Nutmeg, Clove, Cinnamon, Tonka Bean and Anise","Jasmine, Birch, Sage, Cardamom, Coriander, Lily-of-The-Valley, Violet and Green Notes",4.5,Attractive perfume,3.8,244
716,JAGUAR,Classic Blue,290,67,100,EDT,Men,Spicy,"Sandalwood, Benzoin, White Musk","Ginger, Orange Blossom, Lotus",4.7,Beauty Gallery,4.3,59
717,Van Cleef & Arpels,First,181.1,181.1,100,EDP,Women,Floral,"Honey, Tonka Beans, Amber, Sandalwood, Musk, Civet, Vanilla, Oakmoss, Vetiver","Carnation, Tuber Rose, Orchid, Orris Root, Jasmine, Hiacynth, Rose, Ylang Ylang, narcissus, Lily",5,noon,4.2,98.1K
718,BURBERRY,Body Tender,373,114,85,EDT,Women,Floral,"Cashmeran, Amber And Musk","Dewy English Roses, White Jasmine And Sandalwood",5,Number One,4.2,537
719,Calvin Klein,Eternity,463,95,100,EDT,Men,Floral,"Sandalwood, Vetiver, Rosewood And Ambergris","Jasmine, Geranium And Sage",4.5,hadayiq baris,3.8,122
720,Ferrari,Scuderia Red,245,97.6,125,EDT,Men,Fruity,"Cedar, Sandalwood, Moss and Vanilla","Jasmine, Geranium, Orris and Nutmeg",4.6,noon,4.2,98.1K
721,GUESS,Marciano,95,83.5,100,EDP,Women,Citrus,"Powdery Vanilla, Musk And Woody Accords","Peony, Pink Honeysuckle And Intensively Clean And Sweet Jasmine",4.6,top langri,3.6,347
